subjCode,environmentCondition_VS_1to4_ES_5,movement_Static_1_Movement_2,presentation_Simultaneous_1_Successive_2,trialNumber,currentPositionNumber,currentPositionObject,bodyOrientation_360,bodyOrientation_PlusMin180,targetNumber,targetObject,correctResponse_pointingDirection,subjectPointingDirection,signedError,absoluteError,latency,absoluteError_withoutOutliers,latency_withoutOutliers,learningRepetitionsForMemorizingTheLayout,Gender_Male_1_Female_2,Age,NauseousDuringExperiment_Yes_1_No_2,experiencesInVirtualReality_None_1_Expert_5,SenseOfDirection_VeryBad_1_VeryGood_5
32,2,1,2,1,7,racket,180,180,5,hair dryer,89,87.1473,-2.8527,2.8527,32155.3,2.8527,#NULL!,2,1,22,2,4,4
32,2,1,2,2,3,hammer,90,90,2,horse,224,225.715,0.7152,0.7152,19187.9,0.7152,19187.9,2,1,22,2,4,4
32,2,1,2,3,2,horse,0,0,1,teapot,179,179.184,-0.8156,0.8156,21899.6,0.8156,21899.6,2,1,22,2,4,4
32,2,1,2,4,5,hair dryer,45,45,1,teapot,179,236.967,56.9668,56.9668,40833.1,56.9668,#NULL!,2,1,22,2,4,4
32,2,1,2,5,3,hammer,0,0,2,horse,314,303.234,-11.7656,11.7656,13666.8,11.7656,13666.8,2,1,22,2,4,4
32,2,1,2,6,6,trumpet,225,-135,7,racket,269,242.429,-27.5712,27.5712,32137.8,27.5712,#NULL!,2,1,22,2,4,4
32,2,1,2,7,6,trumpet,180,180,3,hammer,0,0.8757,0.8757,0.8757,12400.3,0.8757,12400.3,2,1,22,2,4,4
32,2,1,2,8,3,hammer,315,-45,4,banana,134,134.165,-0.835,0.835,23066.2,0.835,23066.2,2,1,22,2,4,4
32,2,1,2,9,7,racket,180,180,1,teapot,62,58.4823,-4.5177,4.5177,15454.1,4.5177,15454.1,2,1,22,2,4,4
32,2,1,2,10,1,teapot,45,45,3,hammer,44,22.1041,-22.8959,22.8959,13774.6,22.8959,13774.6,2,1,22,2,4,4
32,2,1,2,11,3,hammer,315,-45,7,racket,89,131.365,41.3655,41.3655,20921,41.3655,20921,2,1,22,2,4,4
32,2,1,2,12,4,banana,315,-45,7,racket,44,98.8792,53.8792,53.8792,29336,53.8792,29336,2,1,22,2,4,4
32,2,1,2,13,2,horse,90,90,1,teapot,89,100.25,10.2497,10.2497,5633.63,10.2497,5633.63,2,1,22,2,4,4
32,2,1,2,14,3,hammer,270,-90,7,racket,134,173.195,38.195,38.195,14805.5,38.195,14805.5,2,1,22,2,4,4
32,2,1,2,15,1,teapot,45,45,2,horse,314,309.995,-5.005,5.005,11900.7,5.005,11900.7,2,1,22,2,4,4
32,2,1,2,16,5,hair dryer,90,90,1,teapot,134,140.13,5.1303,5.1303,10435.9,5.1303,10435.9,2,1,22,2,4,4
32,2,1,2,17,3,hammer,270,-90,4,banana,179,174.284,-5.7159,5.7159,12078.9,5.7159,12078.9,2,1,22,2,4,4
32,2,1,2,18,7,racket,225,-135,6,trumpet,89,132.649,42.6488,42.6488,17408.4,42.6488,17408.4,2,1,22,2,4,4
32,2,1,2,19,4,banana,0,0,3,hammer,269,266.436,-3.5638,3.5638,13164.7,3.5638,13164.7,2,1,22,2,4,4
32,2,1,2,20,7,racket,315,-45,3,hammer,269,268.087,-1.9128,1.9128,29472.7,1.9128,29472.7,2,1,22,2,4,4
32,2,1,2,21,6,trumpet,225,-135,2,horse,0,63.2947,63.2947,63.2947,20244.2,#NULL!,20244.2,2,1,22,2,4,4
32,2,1,2,22,3,hammer,0,0,2,horse,314,315.012,0.0121,0.0121,6735.28,0.0121,6735.28,2,1,22,2,4,4
32,2,1,2,23,4,banana,270,-90,5,hair dryer,44,47.2649,2.2649,2.2649,12904.3,2.2649,12904.3,2,1,22,2,4,4
32,2,1,2,24,1,teapot,0,0,5,hair dryer,44,50.4629,5.4629,5.4629,12733.1,5.4629,12733.1,2,1,22,2,4,4
32,2,1,2,25,4,banana,270,-90,1,teapot,0,357.935,-2.0648,2.0648,8161,2.0648,8161,2,1,22,2,4,4
32,2,1,2,26,7,racket,225,-135,5,hair dryer,44,49.0851,4.0851,4.0851,15668.1,4.0851,15668.1,2,1,22,2,4,4
32,2,1,2,27,5,hair dryer,0,0,1,teapot,224,235.6,10.5999,10.5999,11167.3,10.5999,11167.3,2,1,22,2,4,4
32,2,1,2,28,4,banana,0,0,7,racket,0,0,0,0,11043.3,0,11043.3,2,1,22,2,4,4
32,2,1,2,29,6,trumpet,225,-135,5,hair dryer,314,317.139,2.1386,2.1386,45794.2,2.1386,#NULL!,2,1,22,2,4,4
32,2,1,2,30,2,horse,180,180,6,trumpet,224,226.744,1.7445,1.7445,9199.31,1.7445,9199.31,2,1,22,2,4,4
32,2,1,2,31,6,trumpet,315,-45,1,teapot,251,244.003,-7.9968,7.9968,20241.1,7.9968,20241.1,2,1,22,2,4,4
32,2,1,2,32,1,teapot,180,180,2,horse,179,178.396,-1.6036,1.6036,5798.13,1.6036,5798.13,2,1,22,2,4,4
32,2,1,2,33,2,horse,45,45,1,teapot,134,135.781,0.7814,0.7814,11560.6,0.7814,11560.6,2,1,22,2,4,4
32,2,1,2,34,7,racket,135,135,6,trumpet,179,225.284,45.2838,45.2838,10671.6,45.2838,10671.6,2,1,22,2,4,4
32,2,1,2,35,1,teapot,0,0,3,hammer,89,100.628,10.628,10.628,10293.4,10.628,10293.4,2,1,22,2,4,4
32,2,1,2,36,7,racket,315,-45,4,banana,224,225.86,0.8598,0.8598,14746.6,0.8598,14746.6,2,1,22,2,4,4
32,2,1,2,37,5,hair dryer,0,0,4,banana,134,133.454,-1.5462,1.5462,5982,1.5462,5982,2,1,22,2,4,4
32,2,1,2,38,2,horse,45,45,6,trumpet,0,3.7048,3.7048,3.7048,7327.88,3.7048,7327.88,2,1,22,2,4,4
32,2,1,2,39,6,trumpet,135,135,7,racket,0,318.031,-41.9689,41.9689,19703.7,41.9689,19703.7,2,1,22,2,4,4
32,2,1,2,40,2,horse,90,90,3,hammer,44,46.2974,1.2974,1.2974,19700.1,1.2974,19700.1,2,1,22,2,4,4
32,2,1,2,41,2,horse,45,45,3,hammer,89,119.61,29.6095,29.6095,10741.1,29.6095,10741.1,2,1,22,2,4,4
32,2,1,2,42,1,teapot,45,45,7,racket,17,59.5006,41.5006,41.5006,10730.1,41.5006,10730.1,2,1,22,2,4,4
32,2,1,2,43,1,teapot,90,90,5,hair dryer,314,291.804,-23.196,23.196,15848,23.196,15848,2,1,22,2,4,4
32,2,1,2,44,6,trumpet,180,180,7,racket,314,315.214,0.2143,0.2143,20041.8,0.2143,20041.8,2,1,22,2,4,4
32,2,1,2,45,4,banana,270,-90,7,racket,89,90,0,0,12381.4,0,12381.4,2,1,22,2,4,4
32,2,1,2,46,4,banana,270,-90,5,hair dryer,44,47.6251,2.6251,2.6251,5965.06,2.6251,5965.06,2,1,22,2,4,4
32,2,1,2,47,5,hair dryer,225,-135,6,trumpet,134,128.34,-6.6601,6.6601,13166.7,6.6601,13166.7,2,1,22,2,4,4
32,2,1,2,48,4,banana,90,90,1,teapot,179,174.739,-5.2609,5.2609,11373.7,5.2609,11373.7,2,1,22,2,4,4
32,2,1,2,49,6,trumpet,180,180,2,horse,44,55.9236,10.9236,10.9236,9755,10.9236,9755,2,1,22,2,4,4
32,2,1,2,50,5,hair dryer,315,-45,4,banana,179,134.132,-45.8683,45.8683,11352.1,45.8683,11352.1,2,1,22,2,4,4
32,2,1,2,51,7,racket,180,180,6,trumpet,134,143.317,8.3169,8.3169,12148.8,8.3169,12148.8,2,1,22,2,4,4
32,2,1,2,52,5,hair dryer,225,-135,7,racket,224,225.715,0.7152,0.7152,15166,0.7152,15166,2,1,22,2,4,4
32,2,1,2,53,5,hair dryer,135,135,6,trumpet,224,226.596,1.5956,1.5956,13047.6,1.5956,13047.6,2,1,22,2,4,4
32,2,1,2,54,5,hair dryer,225,-135,4,banana,269,262.218,-7.7817,7.7817,10810.8,7.7817,10810.8,2,1,22,2,4,4
32,2,1,2,55,4,banana,315,-45,3,hammer,314,316.757,1.7571,1.7571,20074.4,1.7571,20074.4,2,1,22,2,4,4
32,2,1,2,56,6,trumpet,135,135,2,horse,89,120.184,30.1841,30.1841,16789.9,30.1841,16789.9,2,1,22,2,4,4
32,2,1,2,57,1,teapot,225,-135,5,hair dryer,179,206.909,26.9093,26.9093,17206.9,26.9093,17206.9,2,1,22,2,4,4
32,2,1,2,58,2,horse,180,180,5,hair dryer,269,259.9,-10.0998,10.0998,7184.19,10.0998,7184.19,2,1,22,2,4,4
32,2,1,2,59,7,racket,270,-90,3,hammer,314,305.012,-9.9881,9.9881,22488.8,9.9881,22488.8,2,1,22,2,4,4
32,2,1,2,60,1,teapot,90,90,6,trumpet,296,314.685,17.6854,17.6854,15651.1,17.6854,15651.1,2,1,22,2,4,4
32,2,1,2,61,2,horse,135,135,3,hammer,0,296.855,-63.1453,63.1453,18968.4,#NULL!,18968.4,2,1,22,2,4,4
32,2,1,2,62,1,teapot,90,90,2,horse,269,178.169,-91.8311,91.8311,16221.8,#NULL!,16221.8,2,1,22,2,4,4
32,2,1,2,63,3,hammer,45,45,2,horse,269,241.987,-28.0132,28.0132,13499.7,28.0132,13499.7,2,1,22,2,4,4
32,2,1,2,64,5,hair dryer,270,-90,4,banana,224,225.57,0.5704,0.5704,9497.75,0.5704,9497.75,2,1,22,2,4,4
32,2,1,2,65,7,racket,270,-90,4,banana,269,257.684,-12.3158,12.3158,11260.6,12.3158,11260.6,2,1,22,2,4,4
32,2,1,2,66,2,horse,135,135,6,trumpet,269,227.967,-42.0333,42.0333,14439.5,42.0333,14439.5,2,1,22,2,4,4
32,2,1,2,67,6,trumpet,135,135,5,hair dryer,44,47.4883,2.4883,2.4883,22283.9,2.4883,22283.9,2,1,22,2,4,4
32,2,1,2,68,5,hair dryer,135,135,2,horse,134,134.238,-0.7619,0.7619,17407.8,0.7619,17407.8,2,1,22,2,4,4
32,2,1,2,69,3,hammer,90,90,4,banana,0,5.6883,5.6883,5.6883,7577.88,5.6883,7577.88,2,1,22,2,4,4
32,2,1,2,70,2,horse,135,135,5,hair dryer,314,291.804,-23.196,23.196,16335.5,23.196,16335.5,2,1,22,2,4,4
32,2,1,2,71,3,hammer,45,45,1,teapot,224,291.795,66.7951,66.7951,24097.6,#NULL!,24097.6,2,1,22,2,4,4
32,2,1,2,72,7,racket,315,-45,6,trumpet,0,45.8631,45.8631,45.8631,18411.6,45.8631,18411.6,2,1,22,2,4,4
47,1,1,1,1,6,trumpet,180,180,7,racket,314,280.492,-34.5077,34.5077,50851.6,34.5077,#NULL!,1,1,24,2,1,5
47,1,1,1,2,3,hammer,90,90,2,horse,224,221.829,-3.1709,3.1709,22415.9,3.1709,22415.9,1,1,24,2,1,5
47,1,1,1,3,4,banana,315,-45,7,racket,44,69.8855,24.8855,24.8855,17342.4,24.8855,17342.4,1,1,24,2,1,5
47,1,1,1,4,7,racket,315,-45,6,trumpet,0,310.234,-49.7657,49.7657,25889.4,#NULL!,#NULL!,1,1,24,2,1,5
47,1,1,1,5,3,hammer,315,-45,7,racket,89,93.0696,3.0696,3.0696,14442.9,3.0696,14442.9,1,1,24,2,1,5
47,1,1,1,6,6,trumpet,135,135,2,horse,89,94.312,4.312,4.312,12016.5,4.312,12016.5,1,1,24,2,1,5
47,1,1,1,7,3,hammer,270,-90,7,racket,134,127.542,-7.4583,7.4583,13555.6,7.4583,13555.6,1,1,24,2,1,5
47,1,1,1,8,1,teapot,180,180,2,horse,179,173.779,-6.2206,6.2206,10263.9,6.2206,10263.9,1,1,24,2,1,5
47,1,1,1,9,5,hair dryer,135,135,6,trumpet,224,218.725,-6.2748,6.2748,9394.55,6.2748,9394.55,1,1,24,2,1,5
47,1,1,1,10,7,racket,180,180,5,hair dryer,89,59.5451,-30.4549,30.4549,9856.13,30.4549,9856.13,1,1,24,2,1,5
47,1,1,1,11,5,hair dryer,270,-90,4,banana,224,222.413,-2.5869,2.5869,10219.4,2.5869,10219.4,1,1,24,2,1,5
47,1,1,1,12,7,racket,225,-135,5,hair dryer,44,12.906,-32.094,32.094,9626.52,32.094,9626.52,1,1,24,2,1,5
47,1,1,1,13,7,racket,180,180,6,trumpet,134,120.18,-14.8196,14.8196,15311.4,14.8196,15311.4,1,1,24,2,1,5
47,1,1,1,14,4,banana,90,90,1,teapot,179,156.971,-23.0291,23.0291,9515.31,23.0291,9515.31,1,1,24,2,1,5
47,1,1,1,15,4,banana,270,-90,5,hair dryer,44,44.074,-0.926,0.926,13054.4,0.926,13054.4,1,1,24,2,1,5
47,1,1,1,16,4,banana,0,0,7,racket,0,28.4842,28.4842,28.4842,9542.94,28.4842,9542.94,1,1,24,2,1,5
47,1,1,1,17,6,trumpet,180,180,3,hammer,0,8.1599,8.1599,8.1599,6050.84,8.1599,6050.84,1,1,24,2,1,5
47,1,1,1,18,1,teapot,90,90,6,trumpet,296,304.178,7.1782,7.1782,12764.1,7.1782,12764.1,1,1,24,2,1,5
47,1,1,1,19,7,racket,180,180,1,teapot,62,46.5849,-16.4151,16.4151,8138.66,16.4151,8138.66,1,1,24,2,1,5
47,1,1,1,20,6,trumpet,135,135,7,racket,0,326.049,-33.9505,33.9505,8997.66,33.9505,8997.66,1,1,24,2,1,5
47,1,1,1,21,3,hammer,45,45,2,horse,269,231.409,-38.591,38.591,12885.8,38.591,12885.8,1,1,24,2,1,5
47,1,1,1,22,6,trumpet,135,135,5,hair dryer,44,36.0513,-8.9487,8.9487,9346.88,8.9487,9346.88,1,1,24,2,1,5
47,1,1,1,23,7,racket,270,-90,4,banana,269,251.989,-18.0106,18.0106,14328.5,18.0106,14328.5,1,1,24,2,1,5
47,1,1,1,24,4,banana,0,0,3,hammer,269,255.104,-14.8963,14.8963,9403.22,14.8963,9403.22,1,1,24,2,1,5
47,1,1,1,25,5,hair dryer,225,-135,6,trumpet,134,129.895,-5.1053,5.1053,9508.66,5.1053,9508.66,1,1,24,2,1,5
47,1,1,1,26,7,racket,270,-90,3,hammer,314,299.986,-15.0136,15.0136,11504.8,15.0136,11504.8,1,1,24,2,1,5
47,1,1,1,27,2,horse,90,90,1,teapot,89,110.929,20.929,20.929,4675.81,20.929,4675.81,1,1,24,2,1,5
47,1,1,1,28,2,horse,0,0,1,teapot,179,171.477,-8.5234,8.5234,9497.81,8.5234,9497.81,1,1,24,2,1,5
47,1,1,1,29,4,banana,315,-45,3,hammer,314,263.536,-51.464,51.464,10860.8,#NULL!,10860.8,1,1,24,2,1,5
47,1,1,1,30,5,hair dryer,315,-45,4,banana,179,200.491,20.4907,20.4907,9265.03,20.4907,9265.03,1,1,24,2,1,5
47,1,1,1,31,2,horse,45,45,6,trumpet,0,14.2793,14.2793,14.2793,4609.72,14.2793,4609.72,1,1,24,2,1,5
47,1,1,1,32,2,horse,135,135,3,hammer,0,4.8452,4.8452,4.8452,8812.56,4.8452,8812.56,1,1,24,2,1,5
47,1,1,1,33,5,hair dryer,135,135,2,horse,134,114.301,-20.6992,20.6992,9566.28,20.6992,9566.28,1,1,24,2,1,5
47,1,1,1,34,3,hammer,0,0,2,horse,314,238.172,-76.8275,76.8275,7660.34,#NULL!,7660.34,1,1,24,2,1,5
47,1,1,1,35,1,teapot,90,90,2,horse,269,257.77,-12.2299,12.2299,6331.09,12.2299,6331.09,1,1,24,2,1,5
47,1,1,1,36,6,trumpet,225,-135,7,racket,269,225.142,-44.858,44.858,9100.44,44.858,9100.44,1,1,24,2,1,5
47,1,1,1,37,4,banana,270,-90,5,hair dryer,44,39.5434,-5.4566,5.4566,8542,5.4566,8542,1,1,24,2,1,5
47,1,1,1,38,5,hair dryer,0,0,1,teapot,224,225.427,0.4272,0.4272,7926.78,0.4272,7926.78,1,1,24,2,1,5
47,1,1,1,39,6,trumpet,180,180,2,horse,44,65.1274,20.1274,20.1274,5314.94,20.1274,5314.94,1,1,24,2,1,5
47,1,1,1,40,2,horse,135,135,5,hair dryer,314,354.255,39.2555,39.2555,13804.3,39.2555,13804.3,1,1,24,2,1,5
47,1,1,1,41,7,racket,225,-135,6,trumpet,89,65.5154,-24.4846,24.4846,5970.25,24.4846,5970.25,1,1,24,2,1,5
47,1,1,1,42,3,hammer,45,45,1,teapot,224,225,0,0,8274.94,0,8274.94,1,1,24,2,1,5
47,1,1,1,43,2,horse,180,180,5,hair dryer,269,260.94,-9.0595,9.0595,6018.25,9.0595,6018.25,1,1,24,2,1,5
47,1,1,1,44,2,horse,135,135,6,trumpet,269,260.767,-9.2329,9.2329,10093.8,9.2329,10093.8,1,1,24,2,1,5
47,1,1,1,45,1,teapot,0,0,5,hair dryer,44,53.0393,8.0393,8.0393,13594.6,8.0393,13594.6,1,1,24,2,1,5
47,1,1,1,46,1,teapot,225,-135,5,hair dryer,179,202.348,22.3478,22.3478,8382.31,22.3478,8382.31,1,1,24,2,1,5
47,1,1,1,47,2,horse,45,45,3,hammer,89,124.421,34.4211,34.4211,9884.5,34.4211,9884.5,1,1,24,2,1,5
47,1,1,1,48,7,racket,135,135,6,trumpet,179,180.865,0.8654,0.8654,6714.5,0.8654,6714.5,1,1,24,2,1,5
47,1,1,1,49,3,hammer,0,0,2,horse,314,283.573,-31.4268,31.4268,6995.81,31.4268,6995.81,1,1,24,2,1,5
47,1,1,1,50,3,hammer,270,-90,4,banana,179,167.701,-12.2989,12.2989,9563.5,12.2989,9563.5,1,1,24,2,1,5
47,1,1,1,51,6,trumpet,225,-135,5,hair dryer,314,308.721,-6.2793,6.2793,12034.3,6.2793,12034.3,1,1,24,2,1,5
47,1,1,1,52,4,banana,270,-90,7,racket,89,94.312,4.312,4.312,7941.5,4.312,7941.5,1,1,24,2,1,5
47,1,1,1,53,3,hammer,90,90,4,banana,0,25.087,25.087,25.087,15196.1,25.087,15196.1,1,1,24,2,1,5
47,1,1,1,54,6,trumpet,315,-45,1,teapot,251,253.275,1.2747,1.2747,8643.75,1.2747,8643.75,1,1,24,2,1,5
47,1,1,1,55,3,hammer,315,-45,4,banana,134,134.766,-0.2341,0.2341,6786.13,0.2341,6786.13,1,1,24,2,1,5
47,1,1,1,56,2,horse,45,45,1,teapot,134,145.42,10.4203,10.4203,7291.81,10.4203,7291.81,1,1,24,2,1,5
47,1,1,1,57,1,teapot,0,0,3,hammer,89,103.098,13.0978,13.0978,5010.5,13.0978,5010.5,1,1,24,2,1,5
47,1,1,1,58,1,teapot,45,45,2,horse,314,317.917,2.9171,2.9171,10364,2.9171,10364,1,1,24,2,1,5
47,1,1,1,59,5,hair dryer,0,0,4,banana,134,134.787,-0.2129,0.2129,5474.06,0.2129,5474.06,1,1,24,2,1,5
47,1,1,1,60,7,racket,315,-45,3,hammer,269,252.246,-17.754,17.754,5176.38,17.754,5176.38,1,1,24,2,1,5
47,1,1,1,61,4,banana,270,-90,1,teapot,0,320.45,-39.5502,39.5502,7338.69,39.5502,7338.69,1,1,24,2,1,5
47,1,1,1,62,7,racket,315,-45,4,banana,224,221.651,-3.3487,3.3487,6091.44,3.3487,6091.44,1,1,24,2,1,5
47,1,1,1,63,5,hair dryer,45,45,1,teapot,179,151.281,-28.7187,28.7187,6703.94,28.7187,6703.94,1,1,24,2,1,5
47,1,1,1,64,1,teapot,45,45,3,hammer,44,78.8727,33.8727,33.8727,4442,33.8727,4442,1,1,24,2,1,5
47,1,1,1,65,1,teapot,90,90,5,hair dryer,314,316.757,1.7571,1.7571,7993.25,1.7571,7993.25,1,1,24,2,1,5
47,1,1,1,66,5,hair dryer,225,-135,7,racket,224,172.536,-52.4643,52.4643,5884,#NULL!,5884,1,1,24,2,1,5
47,1,1,1,67,2,horse,90,90,3,hammer,44,74.7958,29.7958,29.7958,5945.94,29.7958,5945.94,1,1,24,2,1,5
47,1,1,1,68,2,horse,180,180,6,trumpet,224,233.357,8.357,8.357,4878.5,8.357,4878.5,1,1,24,2,1,5
47,1,1,1,69,6,trumpet,225,-135,2,horse,0,6.7092,6.7092,6.7092,10658,6.7092,10658,1,1,24,2,1,5
47,1,1,1,70,5,hair dryer,90,90,1,teapot,134,105.006,-29.9938,29.9938,6649.44,29.9938,6649.44,1,1,24,2,1,5
47,1,1,1,71,1,teapot,45,45,7,racket,17,21.6191,3.6191,3.6191,6283.88,3.6191,6283.88,1,1,24,2,1,5
47,1,1,1,72,5,hair dryer,225,-135,4,banana,269,292.934,22.934,22.934,6300.25,22.934,6300.25,1,1,24,2,1,5
17,3,2,1,1,4,banana,0,0,7,racket,0,358.529,-1.4711,1.4711,9851.94,1.4711,9851.94,2,1,31,2,4,4
17,3,2,1,2,2,horse,0,0,1,teapot,179,185.857,5.8573,5.8573,9736.52,5.8573,9736.52,2,1,31,2,4,4
17,3,2,1,3,5,hair dryer,135,135,2,horse,134,135,0,0,17575.6,0,#NULL!,2,1,31,2,4,4
17,3,2,1,4,1,teapot,45,45,3,hammer,44,61.182,16.182,16.182,9970.5,16.182,9970.5,2,1,31,2,4,4
17,3,2,1,5,1,teapot,0,0,3,hammer,89,81.0436,-8.9564,8.9564,4430.64,8.9564,4430.64,2,1,31,2,4,4
17,3,2,1,6,5,hair dryer,225,-135,7,racket,224,225,0,0,7929.77,0,7929.77,2,1,31,2,4,4
17,3,2,1,7,3,hammer,315,-45,7,racket,89,120.328,30.3283,30.3283,9429.05,30.3283,9429.05,2,1,31,2,4,4
17,3,2,1,8,1,teapot,225,-135,5,hair dryer,179,194.106,14.1064,14.1064,7556.97,14.1064,7556.97,2,1,31,2,4,4
17,3,2,1,9,5,hair dryer,0,0,1,teapot,224,225,0,0,9046.31,0,9046.31,2,1,31,2,4,4
17,3,2,1,10,6,trumpet,225,-135,5,hair dryer,314,313.499,-1.5007,1.5007,5327.56,1.5007,5327.56,2,1,31,2,4,4
17,3,2,1,11,4,banana,90,90,1,teapot,179,187.017,7.0175,7.0175,9680.53,7.0175,9680.53,2,1,31,2,4,4
17,3,2,1,12,4,banana,270,-90,5,hair dryer,44,51.1079,6.1079,6.1079,9721.44,6.1079,9721.44,2,1,31,2,4,4
17,3,2,1,13,6,trumpet,225,-135,7,racket,269,279.686,9.6861,9.6861,4975.06,9.6861,4975.06,2,1,31,2,4,4
17,3,2,1,14,1,teapot,45,45,2,horse,314,309.269,-5.7307,5.7307,4436.53,5.7307,4436.53,2,1,31,2,4,4
17,3,2,1,15,1,teapot,90,90,2,horse,269,275.022,5.0221,5.0221,5594.47,5.0221,5594.47,2,1,31,2,4,4
17,3,2,1,16,3,hammer,0,0,2,horse,314,315,0,0,4708.69,0,4708.69,2,1,31,2,4,4
17,3,2,1,17,7,racket,180,180,5,hair dryer,89,87.1592,-2.8408,2.8408,5461.28,2.8408,5461.28,2,1,31,2,4,4
17,3,2,1,18,4,banana,315,-45,7,racket,44,52.0124,7.0124,7.0124,8545.72,7.0124,8545.72,2,1,31,2,4,4
17,3,2,1,19,7,racket,270,-90,4,banana,269,278.16,8.1603,8.1603,6282.38,8.1603,6282.38,2,1,31,2,4,4
17,3,2,1,20,5,hair dryer,45,45,1,teapot,179,225,45,45,4206.97,45,4206.97,2,1,31,2,4,4
17,3,2,1,21,1,teapot,45,45,7,racket,17,48.8501,30.8501,30.8501,5632.47,30.8501,5632.47,2,1,31,2,4,4
17,3,2,1,22,6,trumpet,180,180,3,hammer,0,359.41,-0.5901,0.5901,6568.5,0.5901,6568.5,2,1,31,2,4,4
17,3,2,1,23,7,racket,270,-90,3,hammer,314,316.047,1.0468,1.0468,10851.2,1.0468,10851.2,2,1,31,2,4,4
17,3,2,1,24,2,horse,90,90,1,teapot,89,81.7114,-8.2886,8.2886,4576.63,8.2886,4576.63,2,1,31,2,4,4
17,3,2,1,25,3,hammer,90,90,2,horse,224,226.194,1.194,1.194,9448.75,1.194,9448.75,2,1,31,2,4,4
17,3,2,1,26,6,trumpet,225,-135,2,horse,0,349.254,-10.7456,10.7456,5884.69,10.7456,5884.69,2,1,31,2,4,4
17,3,2,1,27,1,teapot,0,0,5,hair dryer,44,51.0118,6.0118,6.0118,4368.78,6.0118,4368.78,2,1,31,2,4,4
17,3,2,1,28,5,hair dryer,225,-135,6,trumpet,134,131.488,-3.5125,3.5125,5850.72,3.5125,5850.72,2,1,31,2,4,4
17,3,2,1,29,3,hammer,270,-90,7,racket,134,134.804,-0.1956,0.1956,9355.97,0.1956,9355.97,2,1,31,2,4,4
17,3,2,1,30,2,horse,135,135,6,trumpet,269,286.913,16.9128,16.9128,5715.38,16.9128,5715.38,2,1,31,2,4,4
17,3,2,1,31,7,racket,315,-45,4,banana,224,221.249,-3.7508,3.7508,8831.34,3.7508,8831.34,2,1,31,2,4,4
17,3,2,1,32,2,horse,180,180,5,hair dryer,269,271.164,1.1635,1.1635,6236.78,1.1635,6236.78,2,1,31,2,4,4
17,3,2,1,33,7,racket,225,-135,6,trumpet,89,88.7598,-1.2402,1.2402,5238.84,1.2402,5238.84,2,1,31,2,4,4
17,3,2,1,34,1,teapot,90,90,6,trumpet,296,310.103,13.1033,13.1033,8291.44,13.1033,8291.44,2,1,31,2,4,4
17,3,2,1,35,5,hair dryer,90,90,1,teapot,134,135,0,0,4893.28,0,4893.28,2,1,31,2,4,4
17,3,2,1,36,7,racket,225,-135,5,hair dryer,44,48.1806,3.1806,3.1806,13193.1,3.1806,#NULL!,2,1,31,2,4,4
17,3,2,1,37,6,trumpet,135,135,5,hair dryer,44,38.8029,-6.1971,6.1971,6012,6.1971,6012,2,1,31,2,4,4
17,3,2,1,38,5,hair dryer,0,0,4,banana,134,132.351,-2.649,2.649,6886.34,2.649,6886.34,2,1,31,2,4,4
17,3,2,1,39,5,hair dryer,270,-90,4,banana,224,225,0,0,5640.53,0,5640.53,2,1,31,2,4,4
17,3,2,1,40,4,banana,315,-45,3,hammer,314,298.517,-16.4831,16.4831,7203.94,16.4831,7203.94,2,1,31,2,4,4
17,3,2,1,41,3,hammer,0,0,2,horse,314,312.239,-2.7608,2.7608,4726.41,2.7608,4726.41,2,1,31,2,4,4
17,3,2,1,42,4,banana,0,0,3,hammer,269,272.709,2.7091,2.7091,5078.72,2.7091,5078.72,2,1,31,2,4,4
17,3,2,1,43,7,racket,135,135,6,trumpet,179,190.462,10.4618,10.4618,5576.5,10.4618,5576.5,2,1,31,2,4,4
17,3,2,1,44,2,horse,90,90,3,hammer,44,52.9723,7.9723,7.9723,6538.06,7.9723,6538.06,2,1,31,2,4,4
17,3,2,1,45,3,hammer,90,90,4,banana,0,354.725,-5.2753,5.2753,8990.31,5.2753,8990.31,2,1,31,2,4,4
17,3,2,1,46,2,horse,135,135,5,hair dryer,314,309.054,-5.9457,5.9457,5659.25,5.9457,5659.25,2,1,31,2,4,4
17,3,2,1,47,1,teapot,180,180,2,horse,179,176.756,-3.2445,3.2445,6939.75,3.2445,6939.75,2,1,31,2,4,4
17,3,2,1,48,6,trumpet,315,-45,1,teapot,251,263.788,11.7882,11.7882,7655.19,11.7882,7655.19,2,1,31,2,4,4
17,3,2,1,49,3,hammer,315,-45,4,banana,134,140.311,5.311,5.311,6784.88,5.311,6784.88,2,1,31,2,4,4
17,3,2,1,50,2,horse,135,135,3,hammer,0,351.252,-8.7484,8.7484,12802.1,8.7484,#NULL!,2,1,31,2,4,4
17,3,2,1,51,2,horse,45,45,3,hammer,89,92.8591,2.8591,2.8591,4798.56,2.8591,4798.56,2,1,31,2,4,4
17,3,2,1,52,2,horse,45,45,6,trumpet,0,0,0,0,6684.38,0,6684.38,2,1,31,2,4,4
17,3,2,1,53,2,horse,180,180,6,trumpet,224,259.107,34.1065,34.1065,4645.13,34.1065,4645.13,2,1,31,2,4,4
17,3,2,1,54,3,hammer,45,45,1,teapot,224,225,0,0,8045,0,8045,2,1,31,2,4,4
17,3,2,1,55,6,trumpet,135,135,7,racket,0,349.254,-10.7456,10.7456,4689.31,10.7456,4689.31,2,1,31,2,4,4
